공고명,지원대상,주관기관,사업유형,신청기간,등록일자,해시태그,url,공고번호
[경기] 이천시 2025년 국내박람회 참가지원 사업 홈테이블데코페어 서울 참가업체 모집 공고,중소기업,경기도,유관기관지원사업,2025-08-04 ~ 2025-08-10,2025-08-05T09:32:14,"['내수', '경기', '2025', '홈테이블데코페어', '이천시', '경기도', '기초자치단체', '전시회', '전시공간', '공예', '도예', '인테리어', '박람회', '수공예']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113248,
[인천] 2025년 뿌리청년 사내맛남 뿌리미래 푸드트럭 참여기업 추가 모집 공고,중소기업,인천광역시,유관기관지원사업,2025-08-04 ~ 2025-08-22,2025-08-05T09:29:57,"['인력', '경영', '인천', '간식제공', '뿌리미래', '사내맛남', '뿌리청년', '인천경영자총협회', '2025', '인식개선', '푸드트럭', '청년', '인천광역시']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113247,
[경기] 안성시 2025년 맞춤 창업 통합지원사업 참여자 추가모집 공고(일반창업),창업벤처,경기도,유관기관지원사업,2025-08-07 ~ 2025-08-11,2025-08-05T09:23:02,"['금융', '창업', '경영', '경기', '기자재설비', '안성맞춤', '에비창업', '기존창업', '일반창업', '2025', '인테리어', '문화', '리모델링', '안성시', '기초자치단체', '경기도']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113245,
[경기] 안양시 2025년 하반기 소상공인 컨설팅 및 창업자 지원 모집 공고,소상공인,경기도,유관기관지원사업,2025-08-01 ~ 2025-08-29,2025-08-05T09:19:52,"['금융', '창업', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '집중지도', '경영안전화', '상표개발', '2025', '예비소상공인', '브랜드개발', '안양시', '시설구축', '경영진단', '예비창업자', '창업자', '판로개척', '디자인', '기초자치단체', '경기도', '컨설팅', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113235,
[경기] 오산시 2025년 오산여성새로일하기센터 기업 환경 개선 사업 지원기업 모집 공고,중소기업,경기도,유관기관지원사업,2025-08-11 ~ 2025-08-12,2025-08-05T09:18:49,"['인력', '경영', '경기', '오산여성새로일하기센터', '여성화장실', '여성휴게실', '2025', '작업공간', '기업환경개선', '오산시', '개선', '사무공간', '창업자', '기초자치단체', '경기도']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113244,
[경기] 수원시 2025년 6기 수원기업 IR데이 수원ㆍ판(PANN) 참여기업 모집 공고,중소기업,경기도,유관기관지원사업,2025-08-01 ~ 2025-08-15,2025-08-05T09:16:21,"['금융', '기술', '창업', '경영', '경기', ' IR데이', '수원기업', '6기', '스피치', '2025', '추천', '연계', '디자인개선', '창업예정자', '역량강화', '네트워킹', '기초자치단체', '벤처기업', '창업기업', '투자유치', '경기도', '컨설팅', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113234,
2025년 창업오디션 모집 공고,창업벤처,경기도,유관기관지원사업,2025-07-28 ~ 2025-08-22,2025-08-05T09:15:02,"['금융', '내수', '창업', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '훈격', '2025', '수원도시재단', '창업오디션', '시상금', '아이디어', '예비창업자', '사업화', '창업기업', '경기도']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113233,
「2025년 소상공인 플랫폼 협업교육」(4회차) 소상공인 모집 공고,소상공인,소상공인시장진흥공단,공단지원사업,2025-08-07 ~ 2025-08-29,2025-08-04T17:24:48,[],,505.0
[경북] 2025년 ROBOT WORLD 공동관 참가기업 모집 공고,중소기업,경상북도,유관기관지원사업,2025-08-04 ~ 2025-08-22,2025-08-04T15:15:56,"['내수', '경북', '2025', '경상북도', '경상북도경제진흥원', 'ROBOT WORLD', '공동관', '첨단산업', '해외네트워크구축', '신규판로개척', '기업상품전시', '홍보', '현장상담']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113241,
[경북] 경주시ㆍ안동시 2025년 3차 자원순환 활성화를 위한 e-모빌리티 정의로운 전환 산업 생태계 고도화 사업 지원 모집 공고(시군구 연고산업 육성사업),중소기업,경상북도,유관기관지원사업,2025-08-04 ~ 2025-08-14,2025-08-04T15:00:35,"['기술', '내수', '경영', '경북', '시군구연고산업육성사업', 'e-모빌리티', '자원순환', '경주시', '사업화', '전시회', '컨설팅', '경상북도', '경북테크노파크', '마케팅', '2025']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113231,
[대전] 2025년 글로벌진출지원사업(기업도약지원사업) 중국 심천 하이테크 전시회 참가기업 모집 공고,중소기업,대전광역시,유관기관지원사업,2025-08-04 ~ 2025-09-01,2025-08-04T14:54:12,"['수출', '내수', '경영', '대전', '2025', '대전광역시', '대전테크노파크', '글로벌진출지원사업', '기업도약지원사업', '중국', '심천', '하이테크', '전시회', '중소기업', '글로벌', '해외시장진출']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113219,
[강원] 2025년 3차 IP디딤돌프로그램 창업자 후속지원 참여기업 모집 공고,창업벤처,강원특별자치도,유관기관지원사업,2025-07-31 ~ 2025-08-18,2025-08-04T14:53:38,"['기술', '경영', '강원', '2025', '강원특별자치도', '강원특별자치도경제진흥원', ' IP디딤돌프로그램', '후속지원', '창업자', '특허망구축', '국내출원', 'PCT출원', '신규브랜드개발', '제품디자인', '화상디자인', '포장디자인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113218,
[경북] 경산시 2025년 소공인복합지원센터 구축ㆍ운영사업 지원사업 통합 공고,소상공인,경상북도,유관기관지원사업,2025-08-01 ~ 2025-08-22,2025-08-04T14:41:54,"['기술', '내수', '경영', '경북', '스케일업패키지', '진량읍', '장비공동활용', '소공인복합지원센터', '2025', '경산시', '경북IT융합산업기술원', '작업환경개선', '국내전시회', '제품개발', '홍보', '컨설팅', '경상북도', '마케팅']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113230,
2025년 기업 제품ㆍ기술의 실증 및 고도화 지원사업 공고(전남대학교 지역혁신중심 대학지원체계(RISE) 사업),중소기업,광주광역시,유관기관지원사업,2025-07-30 ~ 2025-08-20,2025-08-04T13:55:40,"['기술', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '지역혁신중심', '기업제품', '대학지원체계', '실증인프라', '2025', '기술실증', '기술사업화', '전남대학교', '고도화', '시장진출', '광주광역시']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113214,
2025년 디지털커머스 전문기관(소담스퀘어 in 부산) 패션 소상공인 판로확대 지원대상 모집 공고,소상공인,부산광역시,유관기관지원사업,2025-08-04 ~ 2025-08-22,2025-08-04T13:52:48,"['내수', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '디지털커머스 ', '2025', '판매', '판로확대', '입점', '부산경제진흥원', '역량강화', '서비스', '부산광역시', '제조', '컨설팅', '교육', '소상공인', '온라인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113225,
2025년 하반기 해양수산신기술 적용제품 확인 시행 공고,중소기업,해양수산부,유관기관지원사업,2025-08-01 ~ 2025-09-04,2025-08-04T13:46:49,"['금융', '기술', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '실증적', ' 해양수산신기술(NET)', '신뢰성제고', '심사비용', '2025', '상용화', '신기술', '시장진출', '해양수산부', '해양수산과학기술진흥원', '인증']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113223,
2026년 파나마 종합 박람회 (EXPOCOMER 2026) 참가기업 모집 공고,중소기업,산업통상자원부,유관기관지원사업,2025-08-01 ~ 2025-08-22,2025-08-04T13:37:34,"['수출', '내수', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '파나마시티', '글로벌에프엠', '파나마', '2025', '종합박람회', '한국관', '대한무역투자진흥공사', '전시회', '산업통상자원부']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113199,
2025년 핀테크 특화 해외진출 프로그램(싱가포르) 참가기업 모집 공고,중소기업,금융위원회,유관기관지원사업,2025-08-01 ~ 2025-08-25,2025-08-04T13:19:08,"['기술', '수출', '내수', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '해외데모데이', 'IR-피칭', '전시장', '2025', '한국핀테크지원센터', '비용', '구축', '데모데이', '핀테크', '싱가포르', '금융위원회', '해외진출', '판로개척', '전시회', '해외시장']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113210,
2025년 제6차 수출용 출판 홍보자료(샘플) 지원 사업 공고,중소기업,문화체육관광부,유관기관지원사업,2025-08-01 ~ 2025-08-31,2025-08-04T11:11:45,"['금융', '수출', '내수', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '해외홍보', '2025', '번역비', '홍보자료', '수출용', '에이전시', '출판사', '한국출판문화산업진흥원', '문화체육관광부', '샘플']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113204,
[경남] 2025년 9월 동행축제 창원가로수길 청년 동행축제 판매전 및 소상공인 라이브커머스 참가업체 모집 공고,중소기업,중소벤처기업부,유관기관지원사업,2025-07-30 ~ 2025-08-18,2025-08-04T11:08:12,"['경영', '경남', '청년동행축제', '창원가로수길', '동행축제', '2025', '판매전', '지방중소벤처기업청', '라이브커머스', '중소벤처기업부', '소상공인', '식음료', '패션잡화', '생활용품', '소비재']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113194,
[경기] 부천시 2025년 착한가격업소 신규모집 공고,소상공인,경기도,유관기관지원사업,2025-08-01 ~ 2025-08-31,2025-08-04T11:03:38,"['금융', '내수', '경영', '기타', '경기', '우수한품질', '지역물가안정', '인증표찰', '체육시설업', '공공요금', '2025', '이ㆍ미용업', '세탁소', '착한가격업소', '외식업', '기초자치단체', '경기도']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113193,
[경기] 2025년 반려동물 창업 공모전 참자가 모집 공고,창업벤처,경기도,유관기관지원사업,2025-07-07 ~ 2025-09-12,2025-08-04T11:00:08,"['창업', '경기', '반려동물산업활성화', '지역연계강화', '2025', '창업공모전', '반려동물', '아이디어', '초기창업자', '예비창업자', '경기도경제과학진흥원', '경기도']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113192,
[대구] 북구 2025년 대구국제기계산업대전 유망중소기업 공동관 참가 업체 모집 공고,중소기업,대구광역시,유관기관지원사업,2025-08-11 ~ 2025-09-05,2025-08-04T10:54:36,"['수출', '내수', '경영', '대구', '대구국제기계산업대전', '2025', '부스사용료', '엑스코', '부품', '구매상담회', '북구', '수출상담회', '로봇', '해외바이어', '대구광역시', '기계']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113203,
[대구] 2025년 콘텐츠코리아랩 콘텐츠 스타트업 글로벌 챌린지 참가기업 모집 공고,중소기업,대구광역시,유관기관지원사업,2025-07-31 ~ 2025-08-19,2025-08-04T10:50:27,"['금융', '수출', '내수', '창업', '경영', '대구', '후속컨설팅', '팜가비', '2025', '챌린지', '대구디지털혁신진흥원', '대구콘텐츠코리아랩', '사업', '글로벌진출', '컨퍼런스', '우수콘텐츠', '숙박비', '항공료', '발굴', '투자연계', '콘텐츠기업', '육성', '글로벌', '대구광역시', '컨설팅', '스타트업', '교육']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113189,
[충북] 청주시 에코프로 X 강소연구개발특구 Open Innovation Engine 구축 지원사업 공고(C-LOVE Open Innovation Program),창업벤처,과학기술정보통신부,유관기관지원사업,2025-08-01 ~ 2025-09-01,2025-08-04T10:43:52,"['금융', '기술', '창업', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '엔진구축', 'poC', '에코프로', '이노베이션', '이노테크', '앵커기업', '밋업데이', '개방형', '2025', '기술력', '전후방', '이차전지', '상용화', '제품', '과학기술정보통신부', '스타트업', '멘토링', '특허', '충북대학교 산학협력단']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113202,
[인천] 동구 2025년 해외무역사절단 파견 참가업체 모집 공고,중소기업,인천광역시,유관기관지원사업,2025-08-01 ~ 2025-08-14,2025-08-04T10:33:09,"['수출', '인천', '2025', '인천광역시', '인천테크노파크', '해외무역사절단', '동구', '중소업체', '동남아', '유망시장개척', '태국', '방콕', '종합품목']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113201,
2025년 장애인기업 제품 상세 페이지 제작 지원사업 모집 재연장 공고,장애인기업,중소벤처기업부,유관기관지원사업,모집 정원 충족시까지,2025-08-04T10:23:39,"['내수', '창업', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '제작기획', '상품촬영', '썸네일', '홍보배너', '제품상세페이지', '사후관리', '이미지', '장애인기업종합지원센터', '장애인기업', '중소벤처기업부', '2025']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113159,
